user_id,events_count,unique_active_days,first_event_ts,last_event_ts,support_contacts_count,error_event_count,events_last_30d
1173-XZPYF,30,30,2023-01-15 08:30:45,2024-10-24 18:29:07,0,0,12
1174-FGIFN,59,56,2023-03-03 01:59:41,2024-09-28 05:02:31,2,4,15
1177-XZBJL,29,28,2023-01-10 08:14:49,2024-09-23 17:07:58,0,2,10
1178-PZGAB,60,56,2023-02-01 19:03:00,2024-09-20 20:36:10,0,3,22
1179-INLAT,69,65,2023-01-06 01:01:22,2024-12-09 06:49:30,0,2,14
1183-CANVH,25,24,2023-03-19 08:13:05,2024-12-15 18:29:55,0,2,12
1184-PJVDB,55,53,2023-02-03 13:18:07,2024-07-31 05:17:05,2,2,10
1187-WILMM,56,54,2023-03-08 12:21:28,2024-06-05 09:56:52,1,3,9
1193-RTSLK,32,31,2023-01-06 10:52:18,2024-07-30 07:23:57,0,3,6
1194-BHJYC,30,30,2023-02-26 11:36:51,2024-11-01 09:02:59,1,0,9
1194-HVAIF,31,30,2023-01-31 01:59:45,2024-06-06 19:32:31,2,1,9
1194-SPVSP,62,58,2023-01-09 00:56:35,2024-08-26 14:02:14,0,2,17
1195-OIYEJ,28,28,2023-01-03 17:40:59,2024-08-22 21:49:07,0,0,11
1196-AMORA,21,21,2023-05-12 13:44:27,2024-06-06 07:32:03,0,3,8
1197-BVMVG,57,56,2023-01-09 16:52:41,2024-06-10 06:18:00,1,5,14
1200-TUZHR,30,30,2023-02-14 08:57:52,2024-09-21 21:03:57,0,0,8
1202-KKGFU,26,25,2023-01-06 22:49:52,2024-02-19 01:57:24,1,3,3
1205-WNWPJ,62,59,2023-02-01 04:05:09,2024-10-31 06:19:34,1,2,14
1206-EHBDD,66,62,2023-01-02 15:54:48,2024-08-31 09:29:53,2,3,14
1207-BLKSA,39,37,2023-01-12 00:52:50,2024-06-21 09:36:52,0,2,11
1208-DNHLN,54,50,2023-03-04 18:20:13,2024-10-30 23:22:17,1,2,15
1208-NBVFH,36,33,2023-02-14 02:32:57,2024-12-16 15:00:54,1,1,13
1209-VFFOC,28,28,2023-01-15 06:18:11,2024-12-03 23:52:04,0,2,9
1212-GLHMD,50,48,2023-02-19 06:53:49,2024-11-18 14:12:11,1,2,17
1213-NGCUN,35,34,2023-02-09 12:46:49,2024-09-13 02:25:49,1,1,9
1215-EXRMO,33,33,2023-01-12 17:15:03,2024-10-06 19:24:31,0,2,8
1215-FIGMP,137,122,2023-01-02 06:07:35,2024-10-13 01:58:01,3,8,40
1215-VFYVK,62,57,2023-01-20 05:27:49,2024-04-25 18:25:27,0,2,14
1216-BGTSP,52,48,2023-03-15 03:01:47,2024-12-17 01:35:43,1,1,17
1216-JWVUX,50,48,2023-01-11 13:36:03,2024-12-03 08:44:40,1,3,18
1217-VASWC,23,23,2023-06-07 13:50:46,2024-07-12 12:43:49,1,2,12
1218-VKFPE,130,115,2023-01-01 12:35:47,2024-12-18 00:15:14,3,6,42
1219-NNDDO,64,57,2023-02-03 18:36:46,2024-11-08 10:24:13,0,1,26
1221-GHZEP,34,33,2023-03-16 09:48:20,2024-06-11 08:06:43,0,0,10
1222-KJNZD,60,56,2023-02-06 22:11:59,2024-10-19 13:05:27,2,1,18
1222-LRYKO,31,29,2023-03-16 09:45:12,2024-09-11 06:56:16,0,1,9
1223-UNPKS,37,36,2023-03-25 12:48:42,2024-10-26 22:51:48,0,2,18
1226-IENZN,15,14,2023-03-11 09:50:47,2024-04-08 18:32:23,0,1,2
1226-JZNKR,71,67,2023-01-29 11:15:19,2024-11-07 14:45:11,1,5,20
1226-UDFZR,25,24,2023-01-29 12:27:25,2024-06-23 17:25:00,2,0,10
1227-UDMZR,35,34,2023-01-26 13:51:36,2024-08-19 17:58:28,0,2,11
1228-FZFRV,46,45,2023-01-29 04:00:32,2024-10-31 04:50:13,0,1,13
1228-ZLNBX,36,36,2023-02-13 12:36:09,2024-05-06 14:08:46,1,0,11
1229-RCALF,58,54,2023-01-06 02:07:02,2024-12-04 18:02:51,2,2,16
1230-QAJDW,38,35,2023-01-29 09:11:36,2024-09-08 01:59:16,1,1,11
1231-YNDEK,51,51,2023-02-05 03:28:08,2024-09-24 14:49:17,0,1,17
1236-WFCDV,58,53,2023-02-08 22:22:53,2024-09-19 07:09:59,1,1,19
1237-WIYYZ,32,30,2023-02-04 18:54:33,2024-06-29 09:06:27,1,2,9
1240-HCBOH,29,28,2023-01-01 14:07:34,2024-06-02 18:16:27,1,1,8
1240-KNSEZ,22,21,2023-02-26 08:32:42,2024-06-30 01:51:10,0,2,6
1241-EZFMJ,31,28,2023-01-02 21:53:46,2024-02-07 03:19:41,0,1,5
1241-FPMOF,33,33,2023-01-17 04:45:27,2024-06-20 10:33:07,1,3,6
1245-HARPS,60,55,2023-01-31 05:16:07,2024-11-21 01:32:26,3,0,23
1247-QBVSH,57,53,2023-03-14 20:32:21,2024-09-19 10:47:43,2,3,27
1248-DYXUB,145,132,2023-01-04 06:26:52,2024-11-19 19:01:59,2,6,43
1251-KRREG,145,117,2023-01-11 03:17:12,2024-09-07 15:43:11,3,6,42
1251-STYSZ,56,53,2023-01-01 02:29:02,2024-11-16 21:32:25,0,3,17
1254-IZEYF,65,60,2023-01-23 19:00:57,2024-07-08 06:05:33,2,4,14
1257-SXUXQ,54,51,2023-01-20 00:55:48,2024-08-15 10:14:35,2,1,17
1258-YMZNM,73,68,2023-02-21 18:11:55,2024-09-23 10:00:22,1,6,26
1260-TTRXI,24,24,2023-01-13 05:09:06,2024-11-26 10:46:30,2,2,7
1261-FWTTE,22,22,2023-01-09 04:04:45,2024-07-24 00:36:24,0,1,4
1262-OPMFY,45,44,2023-02-19 23:54:42,2024-09-27 05:46:43,2,3,6
1264-BYWMS,38,36,2023-02-11 13:45:29,2024-12-07 11:27:31,1,1,11
1264-FUHCX,23,21,2023-01-17 06:48:13,2024-07-19 22:05:04,0,1,5
1265-BCFEO,65,64,2023-03-03 02:58:20,2024-08-30 09:03:10,0,1,17
1265-HVPZB,69,69,2023-01-14 23:57:46,2024-10-21 03:27:02,1,7,28
1265-XTECC,33,33,2023-01-28 09:06:37,2024-08-04 22:50:23,0,1,10
1265-ZFOSD,77,74,2023-01-04 15:25:37,2024-11-27 00:30:18,1,3,23
1266-NZYUI,57,54,2023-01-07 03:27:46,2024-07-22 20:38:05,2,5,18
1268-ASBGA,26,25,2023-02-18 23:54:57,2024-09-10 15:09:13,0,0,8
1269-FOYWN,33,31,2023-01-25 02:44:04,2024-08-05 17:10:55,0,2,9
1270-XKUCC,38,36,2023-01-19 16:43:56,2024-06-24 20:31:46,1,2,8
1271-SJBGZ,52,49,2023-01-28 03:00:44,2024-11-19 15:33:33,0,0,17
1271-UODNO,62,58,2023-01-19 16:30:06,2024-06-30 23:11:11,0,4,22
1272-ILHFG,29,27,2023-01-19 12:54:54,2024-09-21 20:13:54,2,3,6
1273-MTETI,26,26,2023-03-15 20:42:49,2024-08-30 08:33:05,2,0,10
1282-IHQAC,53,50,2023-02-14 03:01:46,2024-08-28 01:47:44,0,2,17
1285-OKIPP,154,126,2023-01-04 07:43:00,2024-11-12 23:33:35,4,9,51
1291-CUOCY,45,44,2023-01-15 08:11:27,2024-06-21 22:10:42,3,1,10
1293-BSEUN,35,32,2023-01-03 09:54:01,2024-07-15 04:28:01,0,3,5
1293-HHSHJ,61,57,2023-01-16 12:30:27,2024-07-31 04:57:16,2,1,15
1297-VQDRP,155,136,2023-01-19 16:09:42,2024-10-14 00:14:51,1,5,39
1298-PHBTI,57,55,2023-01-12 23:57:10,2024-10-14 05:15:52,1,4,15
1299-AURJA,70,63,2023-02-01 01:21:47,2024-11-22 15:57:25,2,2,25
1301-LOPVR,34,33,2023-03-01 21:22:47,2024-08-26 00:54:10,2,1,7
1302-TPUBN,37,36,2023-02-04 07:16:24,2024-10-29 06:32:21,2,1,16
1302-UHBDD,66,62,2023-02-08 19:54:27,2024-10-31 18:22:35,3,3,14
1303-SRDOK,62,59,2023-01-23 08:40:10,2024-10-31 03:54:40,0,3,20
1304-BCCFO,159,137,2023-01-01 13:56:09,2024-10-28 13:10:02,3,5,45
1304-NECVQ,25,24,2023-03-06 10:19:21,2025-02-01 18:17:03,1,0,12
1304-SEGFY,35,33,2023-01-04 17:34:16,2024-06-24 12:28:58,0,1,9
1306-RPWXZ,58,53,2023-01-12 02:22:47,2024-11-15 04:45:01,4,1,18
1307-ATKGB,29,29,2023-03-14 01:05:39,2024-08-31 17:32:32,1,3,11
1307-TVUFB,51,45,2023-03-21 00:23:09,2024-06-09 18:21:34,1,2,9
1309-BXVOQ,27,27,2023-01-13 20:41:25,2024-05-10 17:38:12,0,0,4
1309-XGFSN,37,35,2023-03-10 05:25:55,2024-07-24 10:23:25,1,1,9
1310-QRITU,20,20,2023-02-14 08:08:41,2024-10-25 19:05:01,1,0,5
1319-YLZJG,38,36,2023-01-08 18:35:12,2024-10-03 22:40:13,1,1,12
1320-GVNHT,30,29,2023-02-20 19:49:24,2024-05-22 04:22:10,2,2,6
1320-HTRDR,19,19,2023-03-09 16:49:28,2024-07-29 09:49:36,0,0,8
1320-REHCS,59,56,2023-01-24 01:01:16,2024-12-18 10:12:39,0,3,19
1322-AGOQM,75,70,2023-02-07 01:22:58,2024-10-09 01:50:22,1,5,32
1323-OOEPC,65,60,2023-01-22 23:39:12,2024-08-13 07:07:58,2,2,14
1324-NLTJE,22,22,2023-02-22 16:38:13,2024-03-20 16:01:21,0,0,5
1325-USMEC,27,26,2023-03-24 15:39:06,2024-09-06 17:28:52,0,3,8
1328-EUZHC,32,32,2023-01-15 08:34:06,2024-10-02 16:53:07,0,2,9
1329-VHWNP,38,34,2023-01-13 21:23:05,2024-08-15 21:49:05,1,2,19
1333-PBMXB,29,26,2023-01-13 23:08:07,2024-09-05 07:21:08,0,1,10
1334-FJSVR,34,34,2023-02-21 13:01:25,2024-08-11 10:09:28,1,2,13
1334-PDUKM,33,31,2023-02-03 04:08:23,2024-10-26 10:20:07,1,1,7
1335-HQMKX,54,52,2023-03-12 20:33:20,2024-12-27 23:56:08,1,2,22
1335-MXCSE,26,26,2023-02-02 08:57:43,2024-07-27 11:19:13,1,2,6
1335-NTIUC,75,70,2023-02-16 17:34:41,2024-11-02 10:13:02,2,0,18
1336-EZFZY,63,61,2023-01-14 20:54:35,2024-08-22 01:15:49,4,2,16
1337-BOZWO,28,26,2023-03-13 01:09:57,2024-08-21 09:36:07,1,0,8
1338-CECEE,52,49,2023-01-23 14:12:19,2024-10-17 00:44:49,1,1,14
1342-JPNKI,159,129,2023-01-17 07:07:37,2024-10-16 01:53:16,0,11,47
1343-EHPYB,140,122,2023-01-04 00:32:43,2024-09-17 08:32:56,1,5,44
1345-GKDZZ,53,50,2023-01-17 17:16:05,2024-08-14 00:04:26,3,1,9
1345-ZUKID,55,54,2023-02-17 05:57:44,2024-07-29 16:40:56,2,1,13
1346-PJWTK,26,26,2023-04-15 14:36:30,2024-05-16 23:25:55,0,0,15
1346-UFHAX,54,50,2023-03-18 20:30:14,2024-11-09 21:12:11,0,4,20
1347-KTTTA,150,132,2023-01-06 02:06:46,2024-11-16 00:38:44,6,4,34
1349-WXNGG,57,54,2023-02-21 19:20:40,2024-08-17 02:27:18,3,3,19
1352-HNSAW,158,131,2023-01-18 06:35:48,2024-11-22 08:00:46,2,9,42
1352-VHKAJ,65,59,2023-01-30 02:17:55,2024-10-13 09:32:57,1,1,22
1353-GHZOS,28,28,2023-03-20 01:42:15,2024-08-03 18:42:38,3,0,7
1353-LJWEM,36,36,2023-01-21 13:54:09,2024-07-21 06:41:29,1,3,9
1354-YZFNB,26,25,2023-03-10 07:25:14,2024-04-29 19:01:23,0,4,5
1355-KUSBG,34,33,2023-01-12 09:20:57,2025-01-06 15:40:25,0,2,13
1356-MKYSK,34,31,2023-02-23 18:22:40,2024-12-11 03:39:44,1,1,5
1357-BIJKI,26,26,2023-01-07 06:40:17,2024-10-07 17:36:52,1,1,6
1357-MVDOZ,58,53,2023-02-22 13:05:23,2024-06-28 23:30:42,3,3,14
1360-JYXKQ,24,22,2023-03-07 09:25:40,2024-07-01 14:24:26,2,2,6
1360-RCYRT,36,34,2023-01-16 00:53:20,2024-09-23 06:48:15,0,1,12
1360-XFJMR,32,29,2023-01-09 15:15:27,2024-07-18 08:38:09,3,0,11
1363-TXLSL,27,25,2023-02-04 08:49:45,2024-08-13 06:02:23,2,1,11
1370-GGAWX,59,54,2023-01-03 17:56:16,2024-11-30 01:30:58,3,1,12
1371-DWPAZ,54,53,2023-02-19 15:29:31,2024-10-25 08:16:24,0,4,13
1371-OJCEK,57,55,2023-01-18 12:07:39,2025-01-24 17:01:22,1,1,16
1371-WEPDS,24,22,2023-02-01 09:34:09,2024-07-15 02:25:54,0,1,8
1373-ORVIZ,73,67,2023-01-12 09:06:50,2024-07-29 02:28:39,0,4,14
1374-DMZUI,58,55,2023-02-13 20:16:44,2024-09-10 20:27:35,1,1,22
1376-HHBDV,44,42,2023-02-09 12:19:56,2024-11-21 14:06:39,1,2,12
1379-FRVEB,56,51,2023-02-02 08:01:35,2024-10-14 11:51:11,2,4,15
1383-EZRWL,30,28,2023-02-12 13:53:25,2024-05-26 06:16:13,0,1,9
1384-RCUXW,30,30,2023-01-17 15:55:14,2024-06-21 03:07:29,1,3,12
1385-TQOZW,37,36,2023-01-18 03:28:56,2024-07-15 13:44:41,1,2,12
1386-ZIKUV,34,33,2023-02-02 17:33:34,2024-11-21 08:25:41,1,3,17
1389-CXMLU,35,33,2023-03-01 21:32:32,2024-10-06 19:40:35,0,0,9
1389-WNUIB,32,31,2023-02-06 16:19:38,2024-12-19 10:07:26,0,0,10
1391-UBDAR,64,62,2023-02-02 10:36:43,2024-09-24 06:17:44,1,1,17
1393-IMKZG,55,49,2023-01-08 08:32:58,2024-12-18 03:55:32,0,4,18
1394-SUIUH,37,35,2023-01-04 18:52:13,2024-09-11 21:26:26,0,4,17
1395-OFUWC,29,29,2023-01-16 15:21:24,2024-06-11 07:09:47,0,0,11
1395-WSWXR,26,25,2023-02-27 13:16:30,2024-08-26 09:02:16,0,0,10
1396-QWFBJ,29,28,2023-03-03 03:24:47,2024-12-18 11:35:38,0,0,10
1397-XKKWR,31,28,2023-04-07 16:12:32,2024-09-10 17:31:01,1,2,11
1399-OUPJN,36,35,2023-03-09 13:07:52,2024-09-16 17:54:46,3,1,17
1399-UBQIU,65,64,2023-02-02 18:03:14,2024-08-08 13:08:40,2,3,19
1400-MMYXY,33,33,2023-02-06 10:52:38,2024-04-24 03:29:54,0,2,8
1400-WIVLL,59,56,2023-01-08 20:10:17,2024-07-25 11:17:46,0,1,18
1401-FTHFQ,28,27,2023-01-21 05:40:56,2024-06-28 03:55:19,2,0,8
1402-PTHGN,67,65,2023-01-28 15:23:54,2024-11-25 05:49:12,1,5,22
1403-GYAFU,172,147,2023-01-25 08:30:20,2024-12-12 22:12:48,5,11,44
1403-LKLIK,59,51,2023-02-04 14:58:14,2024-05-27 13:15:11,1,6,10
1406-PUQVY,68,61,2023-01-15 08:29:32,2024-12-24 09:31:14,1,4,19
1407-DIGZV,51,49,2023-01-24 10:26:49,2024-11-08 09:20:53,0,0,16
1409-PHXTF,24,23,2023-02-09 17:43:07,2024-02-01 20:03:07,1,0,4
1410-RSCMR,58,55,2023-02-01 06:28:26,2024-08-15 16:31:06,0,2,15
1414-YADCW,30,30,2023-03-14 12:11:04,2024-05-25 03:14:20,1,0,6
1415-YFWLT,26,26,2023-03-27 12:05:09,2024-10-06 21:26:29,0,1,11
1421-HCERK,25,23,2023-03-10 12:44:39,2024-09-28 12:51:41,1,1,8
1422-DGUBX,19,19,2023-01-07 10:14:44,2024-03-11 02:43:12,1,0,3
1423-BMPBQ,138,122,2023-01-06 11:20:23,2024-10-22 18:40:58,4,5,40
1427-VERSM,26,25,2023-03-11 13:27:42,2024-07-20 15:04:35,1,2,7
1428-GTBJJ,68,64,2023-02-01 03:57:14,2024-06-23 06:54:51,1,2,21
1428-IEDPR,25,25,2023-05-05 17:07:21,2024-04-04 09:32:56,0,3,8
1429-UYJSV,41,40,2023-01-08 19:55:26,2024-10-24 01:38:36,0,0,12
1430-SFQSA,65,57,2023-01-09 12:28:47,2024-09-11 16:06:22,0,2,19
1431-AIDJQ,31,31,2023-04-01 07:57:44,2024-08-19 22:30:16,2,1,10
1431-CYWMH,31,30,2023-01-20 23:35:30,2024-05-27 07:46:47,0,0,5
1432-FPAXX,53,49,2023-02-21 07:04:47,2024-11-01 09:29:34,3,0,18
1436-ZMJAN,59,53,2023-02-07 06:19:31,2024-05-01 15:33:27,1,3,17
1439-LCGVL,39,37,2023-01-17 18:07:53,2024-06-05 13:39:14,2,3,9
1442-BQPVU,31,31,2023-01-21 07:57:58,2024-11-24 04:51:33,0,2,12
1442-OKRJE,66,64,2023-01-07 15:48:38,2024-08-07 12:10:19,4,3,25
1444-VVSGW,25,23,2023-01-15 19:05:15,2024-05-05 11:58:59,1,0,7
1447-GIQMR,28,27,2023-01-08 08:07:07,2024-09-07 17:52:15,0,1,6
1447-PJGGA,58,55,2023-03-06 20:54:48,2024-09-25 06:39:55,0,1,23
1448-CYWKC,25,24,2023-01-07 12:40:33,2024-05-05 23:14:56,0,1,11
1448-PWKYE,145,124,2023-01-16 23:41:07,2024-11-28 13:35:26,4,4,47
1449-XQEMT,30,30,2023-02-26 01:45:50,2024-08-06 08:07:12,0,4,9
1450-GALXR,59,58,2023-01-05 18:59:52,2024-05-23 12:48:15,0,5,18
1450-SKCVI,28,27,2023-02-12 10:52:19,2024-10-26 23:29:03,1,1,9
1452-KIOVK,129,113,2023-02-10 09:02:42,2024-12-10 20:34:14,2,7,30
1452-UZOSF,23,22,2023-01-20 14:57:40,2024-11-05 22:03:38,1,3,4
1452-VOQCH,161,139,2023-01-04 20:14:58,2024-10-28 05:21:58,1,4,52
1452-XRSJV,56,53,2023-02-08 00:58:36,2025-01-27 04:09:31,4,1,13
1453-RZFON,32,31,2023-03-24 02:55:19,2024-11-02 17:17:14,0,4,7
1455-ESIQH,35,33,2023-02-07 07:06:43,2024-10-20 08:37:07,1,0,14
1455-HFBXA,26,26,2023-05-13 10:27:59,2024-10-30 14:42:39,0,2,7
1455-UGQVH,29,29,2023-02-26 16:13:49,2024-09-01 15:27:15,2,1,10
1456-TWCGB,63,59,2023-02-10 21:03:05,2024-08-29 06:46:30,2,6,23
1459-QNFQT,53,52,2023-01-28 06:34:29,2024-12-05 19:45:25,1,6,16
1460-UZPRJ,24,23,2023-01-08 03:23:25,2024-08-17 03:38:00,0,0,4
1465-LNTLJ,60,57,2023-01-12 06:50:14,2024-06-14 01:17:43,2,4,17
1465-VINDH,30,29,2023-01-19 14:33:59,2024-09-26 18:56:24,0,3,4
1465-WCZVT,69,61,2023-01-21 09:51:35,2024-06-11 20:05:51,1,1,13
1468-DEFNC,37,35,2023-01-12 22:00:14,2024-11-17 21:22:06,1,1,16
1469-LBJQJ,29,27,2023-01-17 08:32:28,2024-03-17 17:47:43,1,1,6
1470-PSXNM,31,31,2023-02-01 03:09:30,2024-07-29 22:06:34,0,0,8
1471-GIQKQ,32,32,2023-01-06 12:49:14,2024-10-31 07:36:30,0,1,6
1472-TNCWL,38,35,2023-02-12 22:40:59,2024-10-26 15:13:47,0,1,14
1474-JUWSM,48,48,2023-01-03 08:32:35,2024-08-30 06:27:23,0,4,12
1475-VWVDO,78,75,2023-01-16 16:32:41,2025-01-01 23:57:09,2,3,22
1478-VPOAD,51,50,2023-02-02 14:13:01,2024-11-11 12:23:49,1,0,16
1480-BKXGA,154,131,2023-01-01 01:23:10,2024-12-01 00:59:25,1,9,48
1480-IVEVR,38,36,2023-01-02 23:42:42,2024-12-08 04:11:11,0,1,9
1481-ZUWZA,61,56,2023-01-15 12:30:23,2024-09-18 08:48:10,1,1,19
1482-OXZSY,37,34,2023-02-20 10:25:45,2024-09-07 20:09:39,1,1,11
1485-YDHMM,28,27,2023-03-07 19:58:45,2024-07-06 08:29:40,3,1,8
1488-PBLJN,56,53,2023-01-20 03:01:01,2024-10-31 09:31:00,1,3,17
1488-SYSFC,31,31,2023-03-13 16:41:49,2024-08-21 00:17:09,0,1,7
1492-KGETH,37,37,2023-01-09 03:41:41,2024-07-16 15:21:01,2,2,13
1492-QGCLU,48,48,2023-01-18 07:08:20,2024-08-11 08:27:55,1,3,13
1493-AMTIE,29,29,2023-01-29 04:57:37,2024-03-18 17:45:14,2,1,7
1494-EJZDW,36,34,2023-04-02 08:12:29,2024-09-24 10:01:47,2,1,6
1496-GGSUK,31,31,2023-02-24 07:58:47,2024-11-14 23:24:25,0,1,9
1498-DQNRX,59,54,2023-02-17 11:55:10,2024-12-19 03:22:31,0,2,20
1498-NHTLT,67,63,2023-01-02 22:14:46,2024-10-24 06:17:43,1,2,22
1501-SGHBW,35,34,2023-01-24 11:54:30,2024-06-24 00:50:12,2,2,9
1502-XFCVR,40,39,2023-01-19 07:07:04,2024-11-28 11:54:58,3,1,11
1506-YJTYT,35,33,2023-01-24 14:14:33,2024-04-04 12:11:04,1,2,9
1508-DFXCU,28,28,2023-02-27 20:54:33,2024-11-19 11:53:44,0,0,11
1513-XNPPH,68,65,2023-01-23 05:40:22,2024-11-27 00:54:41,1,1,20
1518-OMDIK,29,29,2023-03-01 11:13:26,2024-06-05 06:29:32,0,3,11
1518-VOWAV,19,19,2023-01-29 09:27:23,2025-01-03 20:46:32,0,1,6
1522-VVDMG,39,39,2023-01-31 21:33:09,2024-11-03 12:54:46,0,0,9
1525-LNLOJ,162,138,2023-01-14 17:52:30,2024-11-04 19:35:18,1,3,48
1527-SXDPN,34,32,2023-02-13 06:58:41,2024-09-29 04:21:50,2,2,9
1530-ZTDOZ,26,26,2023-02-13 23:10:42,2024-01-28 00:51:18,0,1,3
1534-OULXE,24,24,2023-03-01 00:56:53,2024-05-24 13:16:42,0,2,6
1535-VTJOQ,23,20,2023-03-03 12:35:35,2024-07-03 02:45:16,0,0,7
1536-HBSWP,138,112,2023-01-13 22:22:03,2024-10-16 12:21:13,2,4,42
1536-YHDOE,50,50,2023-02-10 20:01:35,2024-08-10 14:30:38,1,2,17
1539-LNKHM,23,23,2023-04-04 00:48:24,2024-09-10 20:03:42,0,0,6
1541-ETJZO,31,31,2023-04-01 00:59:46,2024-08-02 01:38:07,1,2,8
1543-LLLFT,70,64,2023-02-01 01:30:18,2025-01-17 09:31:38,0,2,19
1544-JJMYL,28,27,2023-01-15 15:59:47,2024-08-28 22:52:49,1,0,10
1545-ACTAS,18,17,2023-01-29 01:08:06,2024-08-03 10:16:19,0,0,5
1545-JFUML,36,36,2023-03-16 16:17:13,2024-07-30 05:28:35,0,2,12
1548-ARAGG,30,30,2023-02-14 18:16:59,2024-05-12 03:26:42,1,2,7
1548-FEHVL,35,35,2023-02-01 12:03:44,2024-05-09 05:38:20,2,0,11
1550-EENBN,71,67,2023-01-20 17:02:27,2024-12-08 11:41:51,0,1,24
1550-LOAHA,56,53,2023-01-08 23:04:42,2024-10-20 15:08:55,0,4,13
1552-AAGRX,57,53,2023-02-07 18:56:54,2024-11-05 13:49:19,1,0,24
1552-CZCLL,36,34,2023-01-10 18:52:07,2024-04-21 14:54:16,0,2,10
1552-TKMXS,43,41,2023-01-05 15:13:12,2024-07-22 22:11:21,1,2,16
1555-DJEQW,33,31,2023-01-17 09:12:01,2024-05-26 14:28:43,0,0,10
1555-HAPSU,22,21,2023-02-24 13:46:29,2024-05-18 15:35:42,0,0,7
1557-EMYVT,143,123,2023-01-24 09:04:37,2024-09-05 00:26:16,3,4,35
1559-DTODC,31,31,2023-01-09 15:07:12,2024-10-13 19:25:22,0,3,6
1561-BWHIN,32,31,2023-01-24 08:24:58,2024-10-23 02:59:42,0,1,6
1563-IWQEX,158,141,2023-01-02 19:37:24,2024-12-23 18:31:05,2,8,65
1564-HJUVY,50,45,2023-01-07 01:11:04,2024-07-03 20:43:41,4,1,14
1564-NTYXF,32,31,2023-01-03 13:58:19,2024-08-28 10:35:17,0,1,10
1565-RHDJD,26,26,2023-02-10 20:02:00,2024-07-21 03:29:22,1,0,10
1567-DSCIC,33,31,2023-02-22 09:41:39,2024-11-22 15:20:22,0,1,11
1568-BEKZM,51,48,2023-02-11 17:36:44,2024-11-02 17:48:19,0,3,19
1568-LJSZU,70,65,2023-01-14 05:34:59,2024-06-30 22:37:17,0,2,20
1569-TTNYJ,53,51,2023-01-02 12:52:20,2025-01-15 01:43:05,1,1,16
1571-SAVHK,64,63,2023-01-22 00:36:01,2024-10-25 23:07:23,1,1,19
1573-LGXBA,63,58,2023-01-30 02:28:32,2024-08-23 06:49:44,1,2,17
1574-DYCWE,27,27,2023-01-03 21:35:41,2024-10-29 01:32:44,0,0,11
1575-KRZZE,58,57,2023-01-05 06:18:33,2024-12-16 19:25:44,1,2,20
1576-PFZIW,30,29,2023-03-13 22:56:59,2024-04-05 07:04:29,1,2,3
1577-HKTFG,34,33,2023-01-10 16:49:05,2024-07-18 04:30:22,1,4,6
1579-KLYDT,59,57,2023-01-13 09:56:30,2024-09-30 20:18:11,0,2,15
1580-BMCMR,28,28,2023-03-12 15:08:13,2024-07-30 09:26:55,0,0,7
1582-RAFML,23,22,2023-01-31 20:53:35,2024-08-14 05:51:48,0,0,6
1583-IHQZE,62,54,2023-02-12 02:42:58,2024-12-17 01:33:56,0,4,12
1585-MQSSU,24,24,2023-02-10 18:05:13,2024-04-19 16:13:49,0,2,5
1587-FKLZB,59,57,2023-02-03 07:04:12,2024-08-13 08:52:36,0,5,20
1589-AGTLK,61,59,2023-01-02 05:53:09,2024-12-18 11:05:39,0,6,23
1591-MQJTP,39,39,2023-02-15 21:55:00,2024-12-05 23:01:42,0,2,14
1591-NFNLQ,66,59,2023-01-12 02:00:59,2024-11-11 10:47:46,2,3,13
1591-XWLGB,30,29,2023-03-20 10:32:54,2024-10-08 14:39:42,1,1,7
1596-BBVTG,62,56,2023-01-11 16:12:08,2024-09-19 06:08:46,1,1,14
1596-OQSPS,29,28,2023-02-14 13:07:51,2024-05-26 18:43:06,0,1,6
1597-FZREH,36,36,2023-01-06 08:24:32,2024-05-17 01:46:03,1,1,8
1597-LHYNC,34,34,2023-02-24 05:12:10,2024-07-17 11:08:25,1,1,11
1599-EAHXY,57,55,2023-01-12 12:55:02,2024-08-19 01:51:29,1,2,20
1599-MMYRQ,32,30,2023-03-03 17:18:24,2024-06-29 08:34:27,0,1,11
1600-DILPE,30,28,2023-01-18 20:22:15,2024-08-01 23:51:44,1,2,6
1602-IJQQE,28,27,2023-02-24 12:17:03,2024-06-01 14:50:20,0,0,7
1608-GMEWB,48,46,2023-01-31 10:14:59,2024-06-26 01:09:19,1,3,16
1612-EOHDH,53,50,2023-01-21 06:33:20,2024-11-21 19:29:59,1,2,13
1614-JBEBI,56,53,2023-02-02 00:32:25,2024-09-03 01:13:51,3,0,14
1618-CFHME,61,57,2023-01-30 01:25:01,2025-01-22 21:33:50,0,2,26
1619-YWUBB,34,33,2023-01-20 01:19:05,2024-07-18 02:43:51,0,0,7
1621-YNCJH,63,56,2023-01-06 21:10:02,2024-12-26 17:22:59,0,4,15
1622-HSHSF,30,30,2023-01-03 08:48:20,2024-09-28 16:09:26,4,0,8
1623-NLDOT,48,44,2023-02-16 08:19:02,2024-11-20 17:52:20,1,0,17
1624-NALOJ,35,32,2023-02-09 10:54:40,2024-07-09 06:32:06,0,4,15
1624-WOIWJ,56,55,2023-01-05 09:41:44,2024-07-06 10:01:39,2,1,21
1625-JAIIY,62,57,2023-01-05 14:41:13,2024-09-18 05:31:54,0,5,18
1626-ERCMM,130,117,2023-01-04 17:49:17,2024-11-13 06:31:40,2,2,45
