user_id,segment,signup_date,active_months,active_month_offsets,churned,churn_date
423,medium,2023-08-01,6,0|1|2|3|4|5,True,2024-02-01
424,low,2023-01-01,4,0|1|2|3,True,2023-05-01
425,medium,2023-07-01,7,0|1|2|3|4|5|6,True,2024-02-01
426,low,2023-06-01,3,0|1|2,True,2023-09-01
427,medium,2023-06-01,3,0|1|2,True,2023-09-01
428,medium,2023-02-01,5,0|1|2|3|4,True,2023-07-01
429,low,2023-05-01,3,0|1|2,True,2023-08-01
430,high,2023-05-01,18,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,False,
431,medium,2023-07-01,2,0|1,True,2023-09-01
432,low,2023-01-01,1,0,True,2023-02-01
433,medium,2023-08-01,11,0|1|2|3|4|5|6|7|8|9|13,True,2024-10-01
434,medium,2023-09-01,7,0|1|2|3|4|11|12,True,2024-10-01
435,low,2023-06-01,3,0|9|10,True,2024-05-01
436,medium,2023-04-01,7,0|1|2|3|4|5|6,True,2023-11-01
437,medium,2023-06-01,3,0|1|2,True,2023-09-01
438,high,2023-03-01,15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,True,2024-06-01
439,low,2023-04-01,2,0|1,True,2023-06-01
440,medium,2023-06-01,8,0|1|2|3|4|5|6|7,True,2024-02-01
441,high,2023-07-01,16,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,True,2024-11-01
442,medium,2023-05-01,6,0|1|2|3|4|5,True,2023-11-01
443,medium,2023-03-01,6,0|1|2|3|4|5,True,2023-09-01
444,low,2023-01-01,1,0,True,2023-02-01
445,medium,2023-03-01,7,0|1|2|3|4|5|6,True,2023-10-01
446,high,2023-01-01,11,0|1|2|3|4|5|6|7|8|9|10,True,2023-12-01
447,medium,2023-05-01,8,0|1|2|3|4|5|6|7,True,2024-01-01
448,low,2023-06-01,4,0|1|2|3,True,2023-10-01
449,medium,2023-07-01,5,0|1|2|3|4,True,2023-12-01
450,medium,2023-09-01,8,0|1|2|3|4|5|6|7,True,2024-05-01
451,high,2023-06-01,11,0|1|2|3|4|5|6|7|8|9|10,True,2024-05-01
452,low,2023-03-01,3,0|1|2,True,2023-06-01
453,low,2023-05-01,3,0|1|2,True,2023-08-01
454,medium,2023-05-01,7,0|1|2|3|4|5|6,True,2023-12-01
455,high,2023-03-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-03-01
456,low,2023-03-01,1,0,True,2023-04-01
457,medium,2023-05-01,4,0|1|2|3,True,2023-09-01
458,medium,2023-09-01,7,0|1|2|3|4|5|6,True,2024-04-01
459,medium,2023-05-01,7,0|1|2|3|4|5|6,True,2023-12-01
460,low,2023-08-01,4,0|1|2|3,True,2023-12-01
461,low,2023-01-01,1,0,True,2023-02-01
462,low,2023-02-01,1,0,True,2023-03-01
463,low,2023-07-01,3,0|1|2,True,2023-10-01
464,low,2023-07-01,1,0,True,2023-08-01
465,medium,2023-04-01,5,0|1|2|3|4,True,2023-09-01
466,medium,2023-02-01,6,0|1|2|3|4|5,True,2023-08-01
467,medium,2023-04-01,5,0|1|2|3|4,True,2023-09-01
468,medium,2023-07-01,6,0|1|2|3|4|5,True,2024-01-01
469,low,2023-07-01,1,0,True,2023-08-01
470,low,2023-05-01,2,0|1,True,2023-07-01
471,low,2023-09-01,3,0|1|2,True,2023-12-01
472,medium,2023-09-01,4,0|1|2|3,True,2024-01-01
473,medium,2023-07-01,6,0|1|2|3|4|5,True,2024-01-01
474,medium,2023-01-01,6,0|1|2|3|4|5,True,2023-07-01
475,low,2023-02-01,1,0,True,2023-03-01
476,high,2023-06-01,13,0|1|2|3|4|5|6|7|8|9|10|11|12,True,2024-07-01
477,medium,2023-01-01,3,0|1|2,True,2023-04-01
478,medium,2023-07-01,4,0|1|2|3,True,2023-11-01
479,medium,2023-05-01,5,0|1|2|3|4,True,2023-10-01
480,high,2023-04-01,16,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,True,2024-08-01
481,medium,2023-01-01,5,0|1|2|3|4,True,2023-06-01
482,medium,2023-03-01,6,0|1|2|3|4|5,True,2023-09-01
483,medium,2023-09-01,3,0|1|2,True,2023-12-01
484,medium,2023-08-01,4,0|1|2|3,True,2023-12-01
485,high,2023-01-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-01-01
486,low,2023-09-01,3,0|1|2,True,2023-12-01
487,medium,2023-09-01,7,0|1|2|3|4|5|6,True,2024-04-01
488,medium,2023-02-01,5,0|1|2|3|4,True,2023-07-01
489,medium,2023-04-01,6,0|1|2|3|4|5,True,2023-10-01
490,low,2023-03-01,5,0|1|2|3|4,True,2023-08-01
491,medium,2023-01-01,6,0|1|2|3|4|5,True,2023-07-01
492,low,2023-06-01,1,0,True,2023-07-01
493,low,2023-05-01,3,0|1|2,True,2023-08-01
494,medium,2023-04-01,4,0|1|2|3,True,2023-08-01
495,low,2023-09-01,3,0|1|2,True,2023-12-01
496,high,2023-06-01,15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,True,2024-09-01
497,medium,2023-02-01,9,0|1|2|3|4|5|6|7|8,True,2023-11-01
498,medium,2023-02-01,8,0|1|2|3|4|5|6|7,True,2023-10-01
499,low,2023-09-01,4,0|1|2|3,True,2024-01-01
500,medium,2023-04-01,8,0|1|2|3|4|5|6|7,True,2023-12-01
501,high,2023-09-01,6,0|1|2|3|4|5,True,2024-03-01
502,low,2023-04-01,4,0|1|2|3,True,2023-08-01
503,low,2023-01-01,1,0,True,2023-02-01
504,low,2023-05-01,3,0|1|2,True,2023-08-01
505,medium,2023-09-01,4,0|1|2|3,True,2024-01-01
506,low,2023-05-01,2,0|1,True,2023-07-01
507,high,2023-07-01,16,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,True,2024-11-01
508,low,2023-06-01,1,0,True,2023-07-01
509,low,2023-08-01,1,0,True,2023-09-01
510,medium,2023-02-01,9,0|1|2|3|4|5|6|7|8,True,2023-11-01
511,high,2023-07-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-07-01
512,medium,2023-09-01,4,0|1|2|3,True,2024-01-01
513,high,2023-02-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-02-01
514,medium,2023-04-01,4,0|1|2|3,True,2023-08-01
515,medium,2023-04-01,7,0|1|2|3|4|5|6,True,2023-11-01
516,high,2023-02-01,17,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,True,2024-07-01
517,medium,2023-09-01,5,0|1|2|3|4,True,2024-02-01
518,medium,2023-02-01,7,0|1|2|3|4|5|6,True,2023-09-01
519,low,2023-04-01,4,0|1|2|3,True,2023-08-01
520,medium,2023-08-01,7,0|1|2|3|4|5|6,True,2024-03-01
521,high,2023-02-01,18,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,False,
522,low,2023-01-01,1,0,True,2023-02-01
523,high,2023-04-01,14,0|1|2|3|4|5|6|7|8|9|10|11|12|13,True,2024-06-01
524,low,2023-05-01,1,0,True,2023-06-01
525,medium,2023-02-01,4,0|1|2|3,True,2023-06-01
526,medium,2023-05-01,4,0|1|2|3,True,2023-09-01
527,medium,2023-09-01,7,0|1|2|3|4|5|6,True,2024-04-01
528,high,2023-06-01,11,0|1|2|3|4|5|6|7|8|9|10,True,2024-05-01
529,low,2023-02-01,4,0|1|2|3,True,2023-06-01
530,low,2023-07-01,3,0|1|2,True,2023-10-01
531,medium,2023-09-01,8,0|1|2|3|4|5|6|7,True,2024-05-01
532,high,2023-02-01,16,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,True,2024-06-01
533,medium,2023-06-01,8,0|1|2|3|4|5|6|15,True,2024-10-01
534,medium,2023-06-01,8,0|1|2|3|4|5|6|7,True,2024-02-01
535,medium,2023-09-01,6,0|1|2|3|4|5,True,2024-03-01
536,medium,2023-09-01,4,0|1|2|3,True,2024-01-01
537,low,2023-09-01,3,0|1|2,True,2023-12-01
538,low,2023-03-01,4,0|1|2|3,True,2023-07-01
539,high,2023-09-01,15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,True,2024-12-01
540,high,2023-03-01,8,0|1|2|3|4|5|6|7,True,2023-11-01
541,low,2023-08-01,1,0,True,2023-09-01
542,medium,2023-03-01,1,0,True,2023-04-01
543,medium,2023-04-01,5,0|1|2|3|4,True,2023-09-01
544,medium,2023-01-01,9,0|1|2|3|4|5|6|7|8,True,2023-10-01
545,low,2023-04-01,3,0|1|2,True,2023-07-01
546,high,2023-05-01,10,0|1|2|3|4|5|6|7|8|9,True,2024-03-01
547,low,2023-07-01,1,0,True,2023-08-01
548,medium,2023-07-01,5,0|1|2|3|4,True,2023-12-01
549,high,2023-04-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-04-01
550,low,2023-02-01,3,0|1|2,True,2023-05-01
551,low,2023-05-01,3,0|1|2,True,2023-08-01
552,medium,2023-03-01,2,0|1,True,2023-05-01
553,low,2023-06-01,1,0,True,2023-07-01
554,medium,2023-06-01,10,0|1|2|3|4|5|6|7|8|9,True,2024-04-01
555,low,2023-07-01,3,0|1|2,True,2023-10-01
556,medium,2023-09-01,4,0|1|2|3,True,2024-01-01
557,medium,2023-06-01,4,0|1|2|3,True,2023-10-01
558,medium,2023-03-01,7,0|1|2|3|4|5|6,True,2023-10-01
559,high,2023-07-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-07-01
560,medium,2023-02-01,4,0|1|2|10,True,2024-01-01
561,high,2023-06-01,11,0|1|2|3|4|5|6|7|8|9|10,True,2024-05-01
562,high,2023-03-01,15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,True,2024-06-01
563,low,2023-01-01,3,0|1|2,True,2023-04-01
564,low,2023-07-01,1,0,True,2023-08-01
565,medium,2023-02-01,7,0|1|2|3|4|5|6,True,2023-09-01
566,medium,2023-06-01,6,0|1|2|3|4|5,True,2023-12-01
567,low,2023-04-01,3,0|1|2,True,2023-07-01
568,medium,2023-08-01,9,0|1|2|3|4|5|6|7|8,True,2024-05-01
569,medium,2023-02-01,6,0|1|2|3|4|5,True,2023-08-01
570,medium,2023-03-01,4,0|1|2|3,True,2023-07-01
571,high,2023-09-01,17,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,True,2025-02-01
572,low,2023-03-01,2,0|1,True,2023-05-01
573,medium,2023-08-01,6,0|1|2|3|4|5,True,2024-02-01
574,medium,2023-04-01,6,0|1|2|3|4|5,True,2023-10-01
575,medium,2023-07-01,4,0|1|2|3,True,2023-11-01
576,high,2023-02-01,6,0|1|2|3|4|5,True,2023-08-01
577,medium,2023-08-01,4,0|1|2|3,True,2023-12-01
578,medium,2023-03-01,5,0|1|2|3|4,True,2023-08-01
579,low,2023-08-01,2,0|1,True,2023-10-01
580,medium,2023-07-01,5,0|1|2|3|4,True,2023-12-01
581,medium,2023-02-01,6,0|1|2|3|4|5,True,2023-08-01
582,low,2023-04-01,2,0|1,True,2023-06-01
583,low,2023-06-01,2,0|1,True,2023-08-01
584,medium,2023-08-01,7,0|1|2|3|4|5|6,True,2024-03-01
585,medium,2023-05-01,7,0|1|2|3|4|5|6,True,2023-12-01
586,medium,2023-02-01,4,0|1|2|3,True,2023-06-01
587,medium,2023-05-01,5,0|1|2|3|4,True,2023-10-01
588,low,2023-08-01,4,0|1|2|3,True,2023-12-01
589,high,2023-09-01,13,0|1|2|3|4|5|6|7|8|9|10|11|12,True,2024-10-01
590,medium,2023-06-01,7,0|1|2|3|4|5|6,True,2024-01-01
591,medium,2023-04-01,5,0|1|2|3|4,True,2023-09-01
592,medium,2023-04-01,1,0,True,2023-05-01
593,medium,2023-07-01,7,0|1|2|3|4|5|6,True,2024-02-01
594,low,2023-07-01,2,0|1,True,2023-09-01
595,medium,2023-06-01,8,0|1|2|3|4|5|6|7,True,2024-02-01
596,low,2023-09-01,4,0|1|16|17,False,
597,low,2023-05-01,3,0|1|2,True,2023-08-01
598,low,2023-04-01,5,0|1|2|3|4,True,2023-09-01
599,high,2023-04-01,4,0|1|2|3,True,2023-08-01
600,medium,2023-05-01,6,0|1|2|3|4|5,True,2023-11-01
601,medium,2023-08-01,5,0|1|2|3|4,True,2024-01-01
602,medium,2023-01-01,7,0|1|2|3|4|5|6,True,2023-08-01
603,medium,2023-08-01,3,0|1|2,True,2023-11-01
604,medium,2023-04-01,8,0|1|2|3|4|5|6|7,True,2023-12-01
605,medium,2023-06-01,7,0|1|2|3|4|5|6,True,2024-01-01
606,low,2023-08-01,1,0,True,2023-09-01
607,low,2023-01-01,2,0|1,True,2023-03-01
608,high,2023-05-01,14,0|1|2|3|4|5|6|7|8|9|10|11|12|13,True,2024-07-01
609,low,2023-07-01,1,0,True,2023-08-01
610,medium,2023-05-01,5,0|1|2|3|4,True,2023-10-01
611,medium,2023-06-01,6,0|1|2|3|4|5,True,2023-12-01
612,low,2023-09-01,1,0,True,2023-10-01
613,medium,2023-09-01,5,0|1|2|3|4,True,2024-02-01
614,medium,2023-02-01,3,0|1|2,True,2023-05-01
615,low,2023-01-01,5,0|1|2|3|4,True,2023-06-01
616,low,2023-09-01,1,0,True,2023-10-01
617,medium,2023-05-01,2,0|1,True,2023-07-01
618,medium,2023-04-01,4,0|1|2|3,True,2023-08-01
619,medium,2023-03-01,7,0|1|2|3|4|5|6,True,2023-10-01
620,low,2023-04-01,1,0,True,2023-05-01
621,medium,2023-02-01,5,0|1|2|3|4,True,2023-07-01
622,medium,2023-05-01,6,0|1|2|3|4|5,True,2023-11-01
623,medium,2023-01-01,4,0|1|2|3,True,2023-05-01
624,medium,2023-04-01,6,0|1|2|3|4|5,True,2023-10-01
625,medium,2023-05-01,5,0|1|2|3|4,True,2023-10-01
626,low,2023-03-01,3,0|1|2,True,2023-06-01
627,high,2023-06-01,9,0|1|2|3|4|5|6|7|8,True,2024-03-01
628,low,2023-04-01,1,0,True,2023-05-01
629,low,2023-09-01,3,0|1|2,True,2023-12-01
630,low,2023-07-01,3,0|1|2,True,2023-10-01
631,medium,2023-03-01,7,0|1|2|3|4|5|6,True,2023-10-01
632,high,2023-02-01,11,0|1|2|3|4|5|6|7|8|9|13,True,2024-04-01
633,high,2023-07-01,10,0|1|2|3|4|5|6|7|8|9,True,2024-05-01
634,medium,2023-07-01,6,0|1|2|3|4|5,True,2024-01-01
635,medium,2023-07-01,6,0|1|2|3|4|5,True,2024-01-01
636,low,2023-06-01,3,0|1|2,True,2023-09-01
637,medium,2023-09-01,6,0|1|2|3|4|5,True,2024-03-01
638,low,2023-07-01,1,0,True,2023-08-01
639,medium,2023-05-01,6,0|1|2|3|4|5,True,2023-11-01
640,low,2023-06-01,2,0|1,True,2023-08-01
641,low,2023-05-01,1,0,True,2023-06-01
642,medium,2023-08-01,6,0|1|2|3|4|5,True,2024-02-01
643,high,2023-08-01,14,0|1|2|3|4|5|6|7|8|9|10|11|12|13,True,2024-10-01
644,low,2023-02-01,2,0|1,True,2023-04-01
645,high,2023-05-01,9,0|1|2|3|4|5|6|7|8,True,2024-02-01
646,medium,2023-02-01,3,0|1|2,True,2023-05-01
647,low,2023-08-01,4,0|1|2|14,True,2024-11-01
648,low,2023-07-01,2,0|1,True,2023-09-01
649,medium,2023-04-01,3,0|1|2,True,2023-07-01
650,medium,2023-03-01,8,0|1|2|3|4|5|6|7,True,2023-11-01
651,medium,2023-03-01,5,0|1|2|3|4,True,2023-08-01
652,medium,2023-08-01,2,0|1,True,2023-10-01
653,low,2023-03-01,3,0|1|2,True,2023-06-01
654,low,2023-09-01,2,0|1,True,2023-11-01
655,medium,2023-09-01,10,0|1|2|3|4|5|6|7|8|9,True,2024-07-01
656,medium,2023-06-01,7,0|1|2|3|4|5|6,True,2024-01-01
657,medium,2023-01-01,6,0|1|2|3|4|5,True,2023-07-01
658,medium,2023-01-01,6,0|1|2|3|4|5,True,2023-07-01
659,high,2023-01-01,13,0|1|2|3|4|5|6|7|8|9|10|11|12,True,2024-02-01
660,medium,2023-06-01,7,0|1|2|3|4|5|6,True,2024-01-01
661,low,2023-04-01,3,0|1|2,True,2023-07-01
662,medium,2023-06-01,7,0|1|2|3|4|5|6,True,2024-01-01
663,high,2023-01-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-01-01
664,medium,2023-03-01,8,0|1|2|3|4|5|6|7,True,2023-11-01
665,medium,2023-02-01,4,0|1|2|3,True,2023-06-01
666,low,2023-03-01,3,0|1|2,True,2023-06-01
667,low,2023-05-01,1,0,True,2023-06-01
668,low,2023-03-01,3,0|1|2,True,2023-06-01
669,medium,2023-09-01,1,0,True,2023-10-01
670,low,2023-02-01,3,0|1|2,True,2023-05-01
671,medium,2023-01-01,7,0|1|2|3|4|5|6,True,2023-08-01
672,medium,2023-01-01,9,0|1|2|3|4|5|6|7|8,True,2023-10-01
673,low,2023-02-01,5,0|1|2|3|4,True,2023-07-01
674,medium,2023-08-01,4,0|1|2|3,True,2023-12-01
675,medium,2023-09-01,6,0|1|2|3|4|5,True,2024-03-01
676,low,2023-03-01,3,0|1|2,True,2023-06-01
677,low,2023-07-01,1,0,True,2023-08-01
678,medium,2023-06-01,2,0|1,True,2023-08-01
679,medium,2023-04-01,5,0|1|2|3|4,True,2023-09-01
680,medium,2023-09-01,2,0|1,True,2023-11-01
681,medium,2023-07-01,6,0|1|2|3|4|5,True,2024-01-01
682,medium,2023-09-01,7,0|1|2|3|4|5|6,True,2024-04-01
683,medium,2023-05-01,7,0|1|2|3|4|5|6,True,2023-12-01
684,high,2023-07-01,6,0|1|2|3|4|5,True,2024-01-01
685,medium,2023-02-01,6,0|1|2|3|4|5,True,2023-08-01
686,medium,2023-06-01,10,0|1|2|3|4|5|6|7|8|9,True,2024-04-01
687,low,2023-07-01,1,0,True,2023-08-01
688,high,2023-03-01,14,0|1|2|3|4|5|6|7|8|9|10|11|12|13,True,2024-05-01
689,medium,2023-03-01,4,0|1|2|3,True,2023-07-01
690,medium,2023-07-01,8,0|1|2|3|4|5|6|7,True,2024-03-01
691,high,2023-02-01,11,0|1|2|3|4|5|6|7|8|9|10,True,2024-01-01
692,low,2023-09-01,4,0|1|2|3,True,2024-01-01
693,medium,2023-05-01,3,0|1|2,True,2023-08-01
694,low,2023-03-01,4,0|1|2|3,True,2023-07-01
695,low,2023-05-01,4,0|1|2|16,True,2024-10-01
696,medium,2023-07-01,1,0,True,2023-08-01
697,low,2023-04-01,2,0|1,True,2023-06-01
698,medium,2023-07-01,5,0|1|2|3|4,True,2023-12-01
699,medium,2023-02-01,5,0|1|2|3|4,True,2023-07-01
700,low,2023-07-01,4,0|1|2|3,True,2023-11-01
701,medium,2023-08-01,5,0|1|2|3|4,True,2024-01-01
702,medium,2023-02-01,2,0|1,True,2023-04-01
703,medium,2023-01-01,4,0|1|2|3,True,2023-05-01
704,low,2023-05-01,1,0,True,2023-06-01
705,medium,2023-05-01,4,0|1|2|3,True,2023-09-01
706,medium,2023-09-01,9,0|1|2|3|4|5|6|7|8,True,2024-06-01
707,medium,2023-08-01,7,0|1|2|3|4|5|6,True,2024-03-01
708,low,2023-08-01,2,0|1,True,2023-10-01
709,low,2023-02-01,2,0|1,True,2023-04-01
710,low,2023-07-01,2,0|1,True,2023-09-01
711,low,2023-03-01,1,0,True,2023-04-01
712,medium,2023-02-01,3,0|1|2,True,2023-05-01
713,low,2023-05-01,1,0,True,2023-06-01
714,medium,2023-03-01,5,0|1|2|3|4,True,2023-08-01
715,high,2023-04-01,13,0|1|2|3|4|5|6|7|8|9|10|11|12,True,2024-05-01
716,high,2023-03-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-03-01
717,medium,2023-04-01,6,0|1|2|3|4|5,True,2023-10-01
718,high,2023-02-01,3,0|1|2,True,2023-05-01
719,low,2023-01-01,3,0|1|2,True,2023-04-01
720,medium,2023-02-01,3,0|1|2,True,2023-05-01
721,medium,2023-08-01,6,0|1|2|3|4|5,True,2024-02-01
722,low,2023-03-01,1,0,True,2023-04-01
723,low,2023-01-01,1,0,True,2023-02-01
724,high,2023-04-01,18,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,False,
725,medium,2023-03-01,5,0|1|2|13|14,True,2024-06-01
726,medium,2023-06-01,3,0|1|2,True,2023-09-01
727,low,2023-07-01,1,0,True,2023-08-01
728,low,2023-02-01,1,0,True,2023-03-01
729,medium,2023-06-01,6,0|1|2|3|4|5,True,2023-12-01
730,medium,2023-09-01,4,0|1|2|3,True,2024-01-01
731,low,2023-02-01,1,0,True,2023-03-01
732,low,2023-01-01,3,0|1|2,True,2023-04-01
733,low,2023-05-01,3,0|1|2,True,2023-08-01
734,low,2023-08-01,3,0|1|2,True,2023-11-01
735,high,2023-08-01,16,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,True,2024-12-01
736,low,2023-01-01,3,0|1|2,True,2023-04-01
737,high,2023-03-01,9,0|1|2|3|4|5|6|7|8,True,2023-12-01
738,medium,2023-08-01,3,0|1|2,True,2023-11-01
739,low,2023-05-01,3,0|1|2,True,2023-08-01
740,low,2023-05-01,2,0|1,True,2023-07-01
741,medium,2023-03-01,2,0|1,True,2023-05-01
742,medium,2023-02-01,5,0|1|2|3|4,True,2023-07-01
743,medium,2023-07-01,6,0|1|2|3|4|5,True,2024-01-01
744,low,2023-03-01,1,0,True,2023-04-01
745,medium,2023-01-01,4,0|1|2|3,True,2023-05-01
746,low,2023-08-01,6,0|1|2|3|4|5,True,2024-02-01
747,medium,2023-05-01,8,0|1|2|3|4|5|6|7,True,2024-01-01
748,low,2023-09-01,1,0,True,2023-10-01
749,medium,2023-02-01,5,0|1|2|3|4,True,2023-07-01
750,high,2023-09-01,13,0|1|2|3|4|5|6|7|8|9|10|11|12,True,2024-10-01
751,low,2023-03-01,1,0,True,2023-04-01
752,medium,2023-09-01,6,0|1|2|3|4|5,True,2024-03-01
753,medium,2023-07-01,3,0|1|2,True,2023-10-01
754,medium,2023-01-01,6,0|1|2|3|4|5,True,2023-07-01
755,low,2023-03-01,2,0|1,True,2023-05-01
756,high,2023-08-01,15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,True,2024-11-01
757,medium,2023-06-01,7,0|1|2|3|4|5|14,True,2024-09-01
758,high,2023-03-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-03-01
759,low,2023-04-01,3,0|1|2,True,2023-07-01
760,low,2023-03-01,3,0|1|2,True,2023-06-01
761,low,2023-08-01,1,0,True,2023-09-01
762,medium,2023-04-01,7,0|1|2|3|4|5|17,False,
763,medium,2023-04-01,2,0|1,True,2023-06-01
764,medium,2023-02-01,7,0|1|2|3|4|14|15,True,2024-06-01
765,high,2023-03-01,8,0|1|2|3|4|5|6|7,True,2023-11-01
766,medium,2023-09-01,5,0|1|2|3|4,True,2024-02-01
767,medium,2023-06-01,6,0|1|2|3|4|5,True,2023-12-01
768,low,2023-01-01,1,0,True,2023-02-01
769,medium,2023-08-01,4,0|1|2|3,True,2023-12-01
770,medium,2023-03-01,6,0|1|2|3|4|5,True,2023-09-01
771,medium,2023-06-01,7,0|1|2|3|4|5|6,True,2024-01-01
772,medium,2023-03-01,6,0|1|2|3|4|5,True,2023-09-01
773,medium,2023-05-01,5,0|1|2|3|4,True,2023-10-01
774,high,2023-06-01,14,0|1|2|3|4|5|6|7|8|9|10|11|12|13,True,2024-08-01
775,low,2023-08-01,3,0|1|2,True,2023-11-01
776,medium,2023-03-01,5,0|1|2|3|4,True,2023-08-01
777,medium,2023-05-01,1,0,True,2023-06-01
778,medium,2023-07-01,7,0|1|2|3|4|5|6,True,2024-02-01
779,medium,2023-09-01,6,0|1|2|3|4|5,True,2024-03-01
780,low,2023-05-01,3,0|1|2,True,2023-08-01
781,medium,2023-05-01,4,0|1|2|3,True,2023-09-01
782,high,2023-05-01,17,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,True,2024-10-01
783,medium,2023-05-01,7,0|1|2|3|4|5|6,True,2023-12-01
784,low,2023-09-01,4,0|1|2|3,True,2024-01-01
785,medium,2023-02-01,7,0|1|2|3|4|5|6,True,2023-09-01
786,medium,2023-07-01,7,0|1|2|3|4|5|6,True,2024-02-01
787,low,2023-06-01,1,0,True,2023-07-01
788,high,2023-03-01,12,0|1|2|3|4|5|6|7|8|9|10|11,True,2024-03-01
789,medium,2023-03-01,6,0|1|2|3|4|5,True,2023-09-01
790,medium,2023-01-01,2,0|1,True,2023-03-01
791,medium,2023-03-01,6,0|1|2|3|4|5,True,2023-09-01
792,low,2023-07-01,4,0|1|2|3,True,2023-11-01
793,low,2023-02-01,5,0|1|2|3|4,True,2023-07-01
794,medium,2023-01-01,6,0|1|2|3|4|5,True,2023-07-01
795,low,2023-07-01,1,0,True,2023-08-01
796,medium,2023-01-01,4,0|1|2|3,True,2023-05-01
797,medium,2023-05-01,7,0|1|2|3|4|5|6,True,2023-12-01
798,low,2023-04-01,3,0|1|2,True,2023-07-01
799,medium,2023-08-01,8,0|1|2|3|4|5|6|7,True,2024-04-01
800,medium,2023-08-01,7,0|1|2|3|4|5|6,True,2024-03-01
801,medium,2023-09-01,2,0|1,True,2023-11-01
802,medium,2023-01-01,1,0,True,2023-02-01
803,medium,2023-04-01,4,0|1|2|3,True,2023-08-01
804,medium,2023-03-01,4,0|1|2|3,True,2023-07-01
805,high,2023-09-01,14,0|1|2|3|4|5|6|7|8|9|10|11|12|13,True,2024-11-01
806,medium,2023-05-01,5,0|1|2|3|4,True,2023-10-01
807,low,2023-06-01,1,0,True,2023-07-01
808,low,2023-01-01,3,0|1|2,True,2023-04-01
809,medium,2023-06-01,2,0|1,True,2023-08-01
810,low,2023-02-01,1,0,True,2023-03-01
811,medium,2023-08-01,5,0|1|2|3|4,True,2024-01-01
812,low,2023-06-01,3,0|1|2,True,2023-09-01
813,low,2023-02-01,1,0,True,2023-03-01
814,low,2023-01-01,3,0|1|2,True,2023-04-01
815,medium,2023-06-01,4,0|1|2|3,True,2023-10-01
816,medium,2023-04-01,6,0|1|2|3|4|5,True,2023-10-01
817,medium,2023-09-01,7,0|1|2|3|4|5|6,True,2024-04-01
818,medium,2023-08-01,5,0|1|2|3|4,True,2024-01-01
819,medium,2023-03-01,6,0|1|2|3|4|5,True,2023-09-01
820,medium,2023-06-01,9,0|1|2|3|4|5|6|7|13,True,2024-08-01
821,medium,2023-07-01,6,0|1|2|3|4|5,True,2024-01-01
822,low,2023-06-01,4,0|1|2|3,True,2023-10-01
823,high,2023-01-01,9,0|1|2|3|4|5|6|7|8,True,2023-10-01
824,medium,2023-02-01,5,0|1|2|3|4,True,2023-07-01
825,medium,2023-04-01,10,0|1|2|3|4|5|6|7|9|10,True,2024-03-01
826,medium,2023-07-01,6,0|1|2|3|4|5,True,2024-01-01
827,low,2023-07-01,3,0|1|2,True,2023-10-01
828,high,2023-04-01,5,0|1|2|3|4,True,2023-09-01
829,high,2023-08-01,9,0|1|2|3|4|5|6|7|8,True,2024-05-01
830,low,2023-03-01,3,0|1|2,True,2023-06-01
831,medium,2023-01-01,9,0|1|2|3|4|5|6|7|8,True,2023-10-01
832,high,2023-03-01,18,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,False,
833,low,2023-08-01,1,0,True,2023-09-01
834,low,2023-02-01,1,0,True,2023-03-01
835,low,2023-08-01,3,0|1|2,True,2023-11-01
836,low,2023-02-01,1,0,True,2023-03-01
837,medium,2023-07-01,6,0|1|2|3|4|5,True,2024-01-01
838,medium,2023-09-01,5,0|1|2|3|4,True,2024-02-01
839,medium,2023-01-01,5,0|1|2|3|4,True,2023-06-01
840,medium,2023-01-01,6,0|1|2|3|4|5,True,2023-07-01
841,medium,2023-07-01,5,0|1|2|3|4,True,2023-12-01
